uid,question,answer,eva4b_label
26623ffb96807c7a0220c46873ccb71e,"Hi, Rachel. So on the upro Phase III relapsedrefractory trial, I know you started to open site. Can you just talk a little bit about patient enrollment? How many sites have been open? And how many additional sites will be opened through the remainder of this year?","Yes. So we've decided we're not actually going to be giving specific updates on accrual and sites as the study goes forward, but I can tell you that it's been a robust pickup. We've got sites in the U.S. and Australia already enrolling. We're about to open sites in a number of different European countries and in Canada. The interest is high. There are not very many other studies that are currently enrolling in that setting. And I think it's also really helping us that not only do we have the sites and the investigators on our Phase III trial that are engaged but through the collaboration that we now have in place with the National Cancer Institute, there are many sites. I mean I think they've got over 100 sites in that network now in the U.S. that are also getting enthusiastic around the program. So I think it really is helping the program overall that we have these multiple consortia that are engaged around it. But I said that we're not giving specific details, updates on enrollment, but I think I can speak to the general level of enthusiasms, which is high.",fully_evasive
23b89ca6351167b23ac3e753823c9b34,Can you share what the Q1 cash flow from operations was?,The number [Inaudible] back to you after the call. I think it's a positive. I can't remember the exact numbers.,fully_evasive
c973ce09164c6a5de087c706868ec7e5,"Okay. And then secondly just on the investments -- I know you want to kind of keep the cat in the bag a little bit, but could you just quantify how much incremental investment related to your growth opportunities you're making in '21?","There'll be a little bit in opex. But what we'd like to do is on that Investor Day, talk about those growth opportunities and then at the same time, talk about the investment that we'll be making in '21 to move us -- to be able to go after and achieve some of those opportunities.",fully_evasive
6ecdb392e5063236b67abd5948055f13,"And just the last one. At one point, you commented on voice traffic volumes relative to pre-COVID levels. I think you said they were like 30% above -- recover at one point last year. I guess any update on kind of what you're seeing in terms of traffic volumes?","I don't have an updated quote on that, but I will follow up on it, Mike, and see if I can get some more detail on kind of latest traffic levels. I just don't have anything in front of me here right now.",fully_evasive
fbf3e61b7812cfb26de3b2b0b153a2e7,Do you have a sense of the mix and your volume right now from contract versus spot?,"Yeah, we don't give a breakout between contract and spot. A lot of times we've had customers that were on contract that have come off but they're still having very consistent volumes with them. So even though they maybe typically spot today, they're still from historical contractual relationships and management. So we don't really split it up in terms of giving out the difference between spot and contract. And also when we say spot, I think a lot of times people think of spot just being one kind of individual sale. A lot of our spot transactions today, where we may be supporting a customer for three to six months while they have a certain plan for delivering sand to that market. So saying spot isn't that it's just individual sales, it may be, just not on longer-term contracts for versus kind of shorter term pricing arrangement contracts to meet a need for a specific development plan and an area over three, six months, etc.",fully_evasive
89988b83faeed68242f776718ccdc4dc,Ok. Ok. That's very helpful. And then just roughly for the fourth quarter what was the percent of business that was 9 comp versus maybe the fourth quarter of last year?,"Adam, we have that number somewhere, can we get back to you with that?",fully_evasive
1e768c0159e8ac0856e787a4b955675c,"Obviously, liquidity continues to be a big headwind for the margin. Kind of curious, are you guys going to kind of hold that -- kind of wait for the loan growth to come? Would you increase the bond book at all? Just kind of trying to get a sense of kind of how you're thinking about that big liquidity bucket that you've got on the balance sheet right now?","Well, we like to try, but Fed buys [Phonetics] everything. So there's really nothing to buy. You're about -- like if you break even every month, about what pays down a mortgage backs, you can buy. It'd be hard to build it up by that much just based on what's out there from an inventory standpoint right now.",fully_evasive
b676ac4c39ea480fa8cc5b1e949cce2e,"But if -- from your earlier comments that you expect to renew the current dividend in the second half of the year. The current dividend requires a core ROE of roughly 10%, am I correct?","Chris, this is Steve. Good morning. I think the way for you to think about it and what we're trying to communicate is sort of, we've taken the earning asset balance up. So, we've invested in our capital and you can see on Slide 12 sort of the net interest spread and how that's expanded. Right. And so we're 196 basis points at -- for this past quarter and Smriti [indecipherable] guided to is just funding costs are low and reasonably anchored here. So you can you sort of expect a very strong interest spread.

So if you think about 8-ish leverage on 200 basis points of net interest spread that's sort of look at the back of the envelope of kind of the earnings power of the portfolio on a gross basis as we sit here today. Did that make sense?",fully_evasive
206930fdfaf1983fa40ca5ae77d181f4,"You mentioned a few times the constraint to growth is battery capacity still, and I was hoping you could clarify the scope of the Berlin plans for building right now. Will there be the battery capacity consistence with the amount of assembly volume you expect to come out of the -- And if not, would you be able to source your battery requirements out of Europe? Or would you have to import batteries from outside Europe to ensure production in Berlin?","OK. We can't say too much about this, except that where there will be local cell production and -- that will serve the needs of the Berlin factory. Drew, is there anything -- Berlin factory. Drew, is there anything -- yes?

I mean, no. That's straightforward enough. I think just adding to what you said earlier about talent and people. Like the same goes in all areas of cell, supply chain, manufacturing materials, design, we are solving this problem, and we're treating it like any other problem that we have solved. We will solve this problem, talented people to join us as we solve this problem.

Yes. And like -- so my biggest concern for getting our talented people is just probably Berlin because the labor mobility in Europe is not as low. I would recommend changing this. Like somebody wants to leave and join another company. Sometimes they have to spend six months on garden leave. It's called garden, hanging out in the garden basically, and like this is not a good use of people's time. I mean, if they want us to hang out on the garden, that's fine, but they shouldn't have to.

I mean, those are now Europe. We know what we're talking about.",fully_evasive
5cd99726e65f42c426fa142b7a7a4016,OK. And what was the rough level of unencumbered assets? Like how much could you draw against those securities from here?,I'll have to get back to you on that one.,fully_evasive
6da9feb4deddf1c879014e8a0f23d617,Are you able to share anything about the topics that you're preparing to address at the AdCom?,"At this point in time, we're not in a position to provide an update on that as you know, there's typically a report that the FDA will basically make public prior to the AdCom that's only a few days before the AdCom is actually failed. We don't have a set date for the AdCom at this stage, and we do not provide to comment on regulatory interactions with the FDA. As you know, the FDA uses advisory committees to bring in external scientific, clinical or other perspectives into its review, and it would not be unusual to have an AdCom for first-in-class new molecular entity. In this case, what's surprising is the timing as Enrique had alluded to in his introductory comments. At this point, we're going to resume our preparation activities for the advisory committee, and we'll look forward to presenting the comprehensive roxadustat program and its data. We continue to have confidence in the completeness of our NDA submission, the strength of our data, and along with our partner AstraZeneca, we're committed to working together with the FDA to bring roxadustat to patients with anemia CKD in the U.S.",fully_evasive
8a784415a31730d108ec66bbf4bf2fbe,"Okay. And then in Q1 if we look at it on a net basis as well, what was that? You guys [Phonetic] had a negative $2.6 million accrual and then what was the -- I guess the underlying number?","I don't have that in front of me, but we can get back with you on that.",fully_evasive
2737614dc2bd5afce99460106f62628c,"Could you talk a little bit about CPU -- x86 CPU, obviously, which is something on everybody's mind. Could you talk a little bit about how do you think it would be exposed to this market as well as we go into the 3-nanometer era?","Gokul, we don't specifically name one of our HPC's applications, such as CPU to say that what is the growth rate. But let me tell you that, CPU, networking and AI accelerator will be the main growth area in the HPC applications.",fully_evasive
3288bb67d89d83b67fd31a29a499d6cb,"Got it and then thank you for that. One last one, I think you mentioned an AxoGen advanced product. You may now going to talk about it, but I'd certainly love to know when we might hear more about that or any details you could share. Thank you so much.","Yeah, we don't have any details at this point, Dave that we can share other than we're excited to continue to look to the future and see opportunities to continue to improve our flagship product.",fully_evasive
650e73e9a40f7b56dc99d4e0d0007c13,We do try to offer equidae any opportunity to deliver efforts to them an opportunity to be accredited for you?,"Look, I think you got to be smart about it. You said to keyword and creative and you asked a question earlier about how we think about we're ultimately we want the balance sheet. So I think, you know, kind of all that has to go into a bucket and sources and uses sometimes depending on the seller, there's other kind of creative things you can do, you know, with earnouts, and things of that nature. So every deal is bespoke and unique on terms of sources and uses.

But Shane, you know, if we buy gave, Shane is not going to come into my office and say, I've got a great idea. Let's lever this one up. I don't think that's going to be the first thing I hear from him when we think about sources and uses on a transaction. So we just have to think about what were our access to caches, and, and we're equity might play a role and then other creative structures.",fully_evasive
bad243465b120496cf3b7ad547b9a610,"Anything, I guess, more specific on where they're saying, ""Hey, we did this before, but now we've rethought that initiative."" Anything, I guess, more tangible on an action?","Well, I keep saying the focus, there they don't have to worry about dividends going up to the parent, United Technologies, that can be more focused than they are. And they assure us in investing in their own industry and their own company. It's all great news. There's nothing negative about what's occurred. And we very much like the leadership.",fully_evasive
295756b3d4969de401f050e569551879,"I hope that your discount rate in non-US transactions is at least 5 times as much as your discount rate, in US transactions?",We certainly appreciate that and I would...,fully_evasive
3ccba800b7d628c5ab3079447f4b5659,"Yeah. And then any update on the overall, I don't know what you want to call it, project to get more transparency in the Fenics on the margins?","Richard, as we've said before, yes, our intention is to present Fenics in the best way we possibly can, continue to invest in Fenics. We haven't exactly found a way of looking to try announce that. And I understand your question and recognize that it's a burning question of yours to try to understand what the bottom line is of the business, but we need to present to you in the correct way. And because we -- not one shot, but we get -- we want to look at best when we come out effectively and as we continue to invest in Fenics.

As I've just said, with regards to market data and the external, the various different ongoing initiatives we have inside the group, we've continued to invest and broaden and build with new client base, new customers and continue to get great support with that clients because they're working with us. And we need to make sure that we present at the right time. So nothing to say on this call today, but we listen to what you're saying.",fully_evasive
359e01a4d4203ee282c9167950626d4a,"We're here on February 23rd, where the first quarter is over half done. Can you give us a little guidance on the March quarter? Will the silver output be above or below 4 million ounces?","Hi, John. It's Michael. We don't have, obviously, all this data yet. I think we're off to a decent start of the year. I think that's fair to say. And Well, as I said, once we have the transaction closed, we have that closing date that we can include in our -- in the adjustment to the guidance to the Yamana assets, we'll be able to put the full guidance out. And then of course we'll report the first quarter results around in May, like every year. I would expect that soon -- or pretty soon after we close, we should release a press release with our full year guidance for the combined company. As a news flow, I would also expect -- or you should expect to see some additional information on the drilling and exploration results from La Colorada Skarn. This is ongoing and you probably noticed that we have like probably three, four times a year, we put out results. I'm sure that will be additional information that's probably going to come out before our Q1 results in May.",fully_evasive
2d85cffa03b9f136bcbd21f50f65661f,My first question is on the announced new micro mill. You mentioned that it will be rebar-centric and that you are looking to add MBQ capability. But can you provide any rough estimate on the size and capex for the mill?,"Yes. Sathish, I think until we conclude our -- all of our analysis and our site selection, we're not prepared to give further specifics on that. But I think if you look at our track record with our other micro mills, you know, we will be very disciplined in the way we look at the market. And, you know, we'll come back to you as soon as we can with more specifics around the capex needs.",fully_evasive
e7ad45cc4a54d2c67e70905c40f23012,Can you just let us know which one those are?,"We're not going to get into the specifics of which instruments we've used to pay down. But I think that reduction in lowering our funding costs is I think, one of our principal financial objectives this year.",fully_evasive
b2db4dcdddb65567189885d7ea0cd97f,"And then what's -- in terms of -- I haven't done the math here, Chris. But if you factored out Cisneros in the first quarter, what would be -- what would your digital revenues be then in terms of pacing?","I don't have that broken out. You know what, I'll -- let me come up with that number and get back to you on that.",fully_evasive
c9319cc26351101e6bfd544cc6e77d7d,Gotcha. And can you quantify that at this point?,"The terms of the breakup fee and triggers are set forth in the merger agreement, which is being filed --

Yeah, that we filed later today.",fully_evasive
913a265f0cf52ebb9d69c7a50df57574,"And last question, do you guys have any insight on the timing of the cracker where you're the anchor shipper?",Nothing that we could say at this time.,fully_evasive
e766fd1e4a415999ff840d3f975d0cf9,Are you the only counterparty of that asset or one of many?,I cannot answer that. I mean this was a bilateral financial deal with one counterparty that we know that they had one plant to back the this financial bilateral agreement. So I cannot tell you what else they did on -- with hedging their position.,fully_evasive
19c83a39a59ce29c83f4fa40e712faff,Hey. Thanks for taking my question and really good job organizing this call. I've enjoyed it. Can you just parse out maybe a little more specifically because you've mentioned that maybe half a dozen times. What was the actual numerical drag from exiting non-home categories on your revenues? I have it is like a 450- to 500-basis-point drag in terms of revenue growth in the quarter -- in the fourth quarter?,"We've not provided that. We know roughly what it is, but that's not something we're talking to. Like I said, we started what we're calling Nexit, non-home exit, non-home good exit in Q2 of 2021. It will continue through the end of -- excuse me, Q2 2022. We think we are adequately offset with new home SKU growth, we expect new homes SKU growth to continue, both in breadth and depth, particularly the supply chain challenges loosen and ease. We think that's the time where SKU growth could really increase and do that. So there is some short-term headwind, but we think the long-term tailwind, being in home, being more associated with home where shoppers purchase more frequently, bigger order size, or just better customers is worth. The long-term gain is worth the short-term pain is what people say, and that's what we believe here.",fully_evasive
6e42c8d7962cb4369eba2249b3baa350,"First of all is, can management talk a little bit about your view on the 2022 GMV growth? And the second is, can the management help to sort of break down the rough mix of Asia and new markets in terms of EBITDA loss this quarter?","Yes. So we don't give guidance on GMV, but we did give guidance on GAAP revenue for e-commerce. We believe that it reflects our view about the potential growth rate. And I also mentioned that in terms of the take rate increase, there will be -- while we will continue to increase take rate, the pace will be moderated and well measured.  We don't also do the -- give the breakdown in terms of the EBITDA, but we have given the order number for fourth quarter on Brazil and also the EBITDA loss previous allocation per order in Brazil. So I think you can roughly do the math.",fully_evasive
1aa824afd46a806d49122df6233b1c54,Okay. And then last question. Is there any update with respect to your concurrent vasopressin filing and the outstanding litigation?,"Yes. We have no comments on that. As you know, we're the third filer, and we think it's a great product overall. It's a little bit crowded, but we're happy with where we are in the product development, and we really don't want to comment on the litigation.",fully_evasive
cffa8fe1af14e9f05a3341036772be18,"Got it. And then, I guess, just on the Phase 3 analysis. Is it going to be based on ITT or is there just going to be a modified ITT on the primary endpoint?","So I can't describe right now what exactly will be disclosed initially. And I don't know if Helen can say more about that, but we're going to -- I think the initial disclosure would be fairly high level. Yes, and I don't think we can answer that specifically, but I could say that, generally, a pivotal trial would be based on an ITT analysis.",fully_evasive
319adf38ab8ce6f5342ad24970ec19ef,"OK. Go down. You know, can you -- can you provide any more specifics on -- on how much it goes down or maybe another way to ask the question is -- is -- is it fair to assume that EBITDA margins for next year will hold in those sort of 15% to 16% range?","Look, we already achieved the 70%. So you know, we can go where our target is to bring it above the 20% and we definitely see as quantities grow, the top line. We definitely want to see ourselves in this -- in this area of the 20-plus percent.",fully_evasive
8ca4f80f9e5bd68f2bb76a646a1ea509,"Got it. And then just one more question on the Q1 guidance, the $200 million to $220 million there, how much does that reflect kind of the lost print, if you will?","Yes. So obviously, with the regulatory impact that's hitting this year. We haven't specifically broken out the print detail relative to the first quarter of 2020. I would say we're certainly expecting that to decline and then, again, mostly offset or nearly offset by the transactional activity and the growth in the software revenue.",fully_evasive
e7134770a60d8bf4e9ba71aac52a8510,"And second question, I know it's a bit sensitive, but is there a process to get the ban revoked in India on Free Fire?","And in terms of Free Fire in India, we're still working on it. Other than what's been publicly disclosed, we don't have much more to share at this point.",fully_evasive
324a21f337e1b3f2fa73c389018f19db,"Yeah, that's helpful. And then is it possible at all to quantify the success rate or efficacy of any of the initiatives that you have gone on the sales force?","I think it's a little bit early, probably next year, we're going to start to see much more we hope certainly much more effect from this, but perhaps also later in the year.",fully_evasive
6760776b834bf09ac68a5c6170b46967,"Got it. And I think I heard you give a productivity statistic for agents greater than one year within Texas. Curios what that looks like outside of Texas. And along those lines, could you remind us what was your total market share of Texas originations? And maybe just some indication of like some of your other new big states like Florida, Illinois, California, like what are your mortgage origination market shares look like in some of those newer states as well?","Yeah. So we'll have a lot more detail in the 10-K that's coming out this week about the productivity in Texas outside of Texas less than one year or greater than one year. So I would say kind of wait and see on there. That the point of us getting that number for Texas is just to show how well we were able to kind of move the needle by applying our corporate resources to our franchisees nationally, but especially in the state of Texas.",fully_evasive
08aa8c45a84ddc15716dc47e87102f1d,First question is how long do you guys expect Canada to be a drag? How long will the product transition take there?,"Hi, John, we're going through the strategic review at the moment. We're trying to figure out right size. We'll look at -- we're looking at the market if there has been a substantial change. It's not as simple as just shutting down or growing up, we've got to actually figure out what is the right thing to do.
The change in regulation has obviously brought a few challenges into lower-margin products. It's certainly, as you point out, not a core business for us at this point of time. As such, we have to deal with that in the right way and make sure that we come to the right solution that makes sense for everyone.",fully_evasive
1687b4243312f1142cb3054057d149ae,Could you talk about -- on the quota share presumably you'll be getting a ceding commission. Any sense of what the impact of that will be? I assume that will be an offset to operating expenses. But could you give us a little insight what that could do to the margin?,"Yeah. So we will be getting a ceding commission. There is -- it will be an offset to operating expenses, but we don't want to get into the terms of -- and conditions of it because it's a private transaction principally with one party. And so I think it's best to just make mention of the fact that we have it. We're happy to have it and how it's going to be accounted for. But don't want to get into the terms and conditions on it, Mark.",fully_evasive
ab93c069db12ea29eb0cc9e515c379f7,"The second question I had is, have you seen any change on the court's capacity front, or do you think the courts market is still also fairly tight?","I think there are certain expansion of the low end of course that's been going on. As you know that â that's an easier thing for people to do we see that happening. But even at the low end in so-called the standard opulator, not the TCXO, not the OCXO, not the VCXO kind of level, even there, SiTime significant value proposition around programmability, delivery, quality, reliability and commitment to the customer. And I think that those are still playing out really well for us. So we find a very strong funnel. We find a very strong customer â customers coming to us. And I think we are still able to focus on some of the LTAs that we have talked about in getting customers to sign on for longer periods, not just because we can supply and others can't, but because we have a better product, and they are committing to that.",fully_evasive
4dc73748a733e5837298f1fea5ac5828,"Maybe Jon, just another question on the testing side, which is that Ariosa acquisition, what do you think it could be the impact of the top line maybe over the next year or next few quarters with this acquisition?","Yes. I'm not going to get into what I think the actual top-line revenue number will be. I mean, we're in the process, of course, of moving as many of the clients over as soon as possible and setting them up. So I can't comment about how quick or what the ramp up will be yet, but it is a obviously significant focus of the women's health organization right now.",fully_evasive
e2815eb6e1b42a3faca6a58fb941008e,"And when in there, would you expect cash flow breakeven?","Rob, I don't want to give you a guidance, but we are fighting for the best already in 2021, but we are evaluating here before I give a guidance to the market. 2021 will be still a challenging year for us. For sure, free cash flow will be much better than 2020, no question mark, but we are still evaluating to give you guys a better guidance for this year.",fully_evasive
96666e050930f2b8907decb6a1e1f25d,"First is regarding the chip supply position. Do you think because of the depression in cryptos, some chip capacity may have been released and that may be easing out the chip shortage that automotive industry is facing. Are you seeing something to that effect?","I'm not good enough to answer your question there, Trip. I'm not a big crypto fan. Hate to say that. You know, they got you. So I don't follow that very closely. I know it's very depressed at this point. And I don't know the relationship with that. I'm sure there are some with the chip shortages issue. So sorry, I can't answer that question.",fully_evasive
e675fab49850976f647eee0f995ef984,"For depreciation at Lindero, could you guide us what you're sort of expecting this year, and like $1 per ounce for Lindero? And if possible, a more longer-term value.","Yes. I heard you're asking for depreciation dollars per ounce, I -- we're using the units of production method based on ounces produced. I don't have, unfortunately, a number in my head that I can share with you but what we should expect, as we're depreciating based on ounces -- on a per ounce basis, it of course is the depreciation tracking, of course, the production output, as well as the life of mine, right. So that will be in sync which with the evolution of -- of income to all the life of mine.

Yeah, I'm sorry I can't give you a number, right now because I don't -- I don't have it in front of me.",fully_evasive
6ebdcbb90cd1ebb42a9aa2ad07e28b32,So I think I just heard you say when you went to Tom's question that Jacksonville is almost full. I guess how contributory was it top line-wise to the business?,"Yeah, that's a good question, Darren. I think the challenge with a same-store metric like this for an online retailer is that for us, you're always focusing on delivery speed, and so we're constantly optimizing for shipping times and transportation costs. So if you're looking at it on a same-store basis, it's kind of difficult to quantify.",fully_evasive
461f7d9892e146947dd19ecf19fd96f2,"Okay. And of the what we call at-risk COVID loans in your portfolio, that 16%. Do you have any idea of what percentage requested deferments?","We don't have details on that specific number, no.",fully_evasive
6180f1dbe0e2b7e29d9dd3468eae56b3,"First of all is, can management talk a little bit about your view on the 2022 GMV growth? And the second is, can the management help to sort of break down the rough mix of Asia and new markets in terms of EBITDA loss this quarter?","We don't give guidance on GMV, but we did give guidance on GAAP revenue for e-commerce. We believe that it reflects our view about the potential growth rate. And I also mentioned that in terms of the take rate increase, there will be -- while we will continue to increase take rate, the pace will be moderated and well measured.  We don't also do the -- give the breakdown in terms of the EBITDA, but we have given the order number for fourth quarter on Brazil and also the EBITDA loss previous allocation per order in Brazil. So I think you can roughly do the math.",fully_evasive
c67a56802eae56d0ba4306711b5d1e97,Does this regulatory decision change your expectation of a clean or differentiated level compared to ESAs?,"At this point in time, we have to go through the AdCom. We have a product with a significant amount of clinical data. Keep in mind, there are pivotal data for the U.S., including over 8,000 patients. We discussed the clinical data at length. We continue to stand behind our data and the strength of the data. Some of the data now has been published. There are five primary manuscripts that have been published, and a number of more that are upcoming. But at this point in time, I don't want to speculate on the nature of the AdCom. We very much look forward to have the opportunity to share the roxadustat data in a public forum.",fully_evasive
77c6c507137e00b8ab79d5d84b778c84,"I just wanted to first ask about your ability to control costs as we enter what is likely to be a pretty challenging environment just in all the channels. Can you just talk about how much of your expenses are sort of more variable, both on the residential side and then on the commercial as well?","Yeah, thanks. The objective we've had, I've been here seven months, and obviously we've been very focused on improving our margins and we'll continue to be focused on that to position this company for profitable growth for a long time. So we've done a lot of targeted actions in the fourth quarter. In the first quarter we took additional targeted actions, and I fully expect as we look forward, given the situation, that we'll continue to take targeted actions to improve our position.

This is extraordinary times, right. And so my job isn't to manage expenses. My job is to create shareholder value. So our goal will be to do what we need to do to manage our place through this, while keeping our team together focused and excited about improving and growing. That's what we'll do.

So I don't -- we will do things, we'll manage ourselves appropriately through this and position ourselves to be quite strong as we come out of it. So I think we're a more nimble company and a company ready to adjust and that will be our focus, so.",fully_evasive
5842ba2b38ca93db5479ff977dfb68a0,Can you give us an update on where the lawsuit stand that you referenced in the press release?,"Yeah, Jennifer, it's Huntley. We've put out the disclosure that we've got and that's sort of all the update we got right now.",fully_evasive
d85e29436563ba1e48df97eaaebf06cc,"OK. The other question was you mentioned the goal was to pay down $150 million in debt. How would you think of allocating that between the revolving credit, the term loan and bonds or I think you actually said reduced net debt, would you just allow cash to accumulate?","Well, as I said during the call, we're working with some financial advisors. So I think that that will all be part of that process evaluating how to apply the cash flows of the business and the timing of when we do that.",fully_evasive
